MRPL13	GO:0003735
HOXB13	GO:0001525
CENPA	GO:0000786
HTRA3	GO:0001558
PGAM1	GO:0004082
UGT1A1	GO:0001889
SFMBT1	GO:0005634
HMGB2	GO:0003677
FABP1	GO:0005215
FOXD3	GO:0000122
CEP57	GO:0005623
BIK	GO:0005515
NUAK1	GO:0004672
TEAD1	GO:0003700
TRIM11	GO:0004842
ASS1	GO:0000050
THPO	GO:0005125
IRF7	GO:0000975
THEMIS	GO:0005737
SRSF6	GO:0000166
PKD2L1	GO:0050982
LIMK2	GO:0004672
PGK1	GO:0004618
SCN8A	GO:0001518
HDGF	GO:0000122
ZNF654	GO:0003677
AMBP	GO:0004867
UBR5	GO:0042787
ADAM23	GO:0004222
ZNF253	GO:0003676
ELK4	GO:0000981
HPR	GO:0004252
BRAP	GO:0000166
SRD5A1	GO:0003865
AGO1	GO:0003676
MDC1	GO:0000724
PRKAG2	GO:0004679
ENTPD1	GO:0005515
SLC9A3R1	GO:0005886
TMEM127	GO:0003674
HIP1R	GO:0003779
ELAVL3	GO:0000166
HTATIP2	GO:0005737
SS18L1	GO:0000776
MAGI1	GO:0005923
KCTD11	GO:0005737
WAS	GO:0003779
TRPC3	GO:0005262
KIF2C	GO:0003777
ESX1	GO:0000122
SPARCL1	GO:0005509
TMEFF2	GO:0003674
EDA2R	GO:0004872
TREH	GO:0004555
AGFG2	GO:0005096
SIRPA	GO:0005886
SPHK1	GO:0016301
RBL1	GO:0005667
PARP2	GO:0003950
NLGN3	GO:0004872
NCR3LG1	GO:0005198
LYPD5	GO:0005886
PFKM	GO:0003872
NEIL2	GO:0003684
PROX1	GO:0003677
VPS37B	GO:0000813
GGTLC3	GO:0003840
PABPC1	GO:0000166
HIST2H2AC	GO:0000786
CSNK1A1L	GO:0000902
NAP1L1	GO:0005634
BAK1	GO:0005741
LOXL4	GO:0004720
TIMM8A	GO:0005515
NANOG	GO:0005634
TSPAN8	GO:0016021
ZNF652	GO:0003676
INSRR	GO:0004714
TECTA	GO:0005578
PRSS27	GO:0004252
LETMD1	GO:0005515
DUT	GO:0000287
PNPLA2	GO:0004806
ILK	GO:0004674
ZNRF3	GO:0004842
AKR1B10	GO:0001523
CEBPG	GO:0001077
MSH2	GO:0000228
SELENBP1	GO:0008430
CXADR	GO:0001618
DYNC1I2	GO:0005868
CD1C	GO:0006955
HOOK1	GO:0003779
ERN1	GO:0000287
DRAM1	GO:0005515
FAM110A	GO:0000922
SLC31A2	GO:0005375
IDUA	GO:0004553
CEMIP	GO:0004415
BCAR1	GO:0005730
ARHGDIB	GO:0005094
FUT8	GO:0005737
CTH	GO:0000096
MTRNR2L5	GO:0005576
ZNF217	GO:0046872
MYO5A	GO:0003774
MN1	GO:0001957
NAPSA	GO:0004190
CELF1	GO:0000166
LETM1	GO:0005509
GCM2	GO:0003677
VTA1	GO:0005515
DLX2	GO:0000122
MGMT	GO:0003677
SMC4	GO:0005524
ME2	GO:0004470
DIO3	GO:0004800
CDCA2	GO:0005654
PBK	GO:0004674
WLS	GO:0016055
GOLGA4	GO:0000042
GALNT14	GO:0008152
TIMM17A	GO:0005743
UGT1A7	GO:0009813
APC2	GO:0008013
HOPX	GO:0000122
LRRFIP2	GO:0005515
MAP3K7	GO:0000186
LIN28B	GO:0003677
ITGA6	GO:0007155
UBE2B	GO:0000790
EMP2	GO:0000139
KLK10	GO:0004252
BLZF1	GO:0005654
ROBO1	GO:0016021
CLDN7	GO:0005198
EMP1	GO:0016021
WSB1	GO:0005515
MAX	GO:0046983
EGLN1	GO:0001666
CARM1	GO:0005654
ARSG	GO:0008152
TSGA10	GO:0003674
CNKSR1	GO:0016301
PRLR	GO:0004925
ESYT2	GO:0005783
TFG	GO:0005515
IPP	GO:0003779
TTF1	GO:0003677
KLK11	GO:0004252
RMI1	GO:0002023
RBP1	GO:0002138
ERCC4	GO:0000014
WISP2	GO:0001558
GPR160	GO:0004930
NKX2-1	GO:0000122
SDHD	GO:0005740
MCAM	GO:0001525
ARL11	GO:0002244
PPP1R1A	GO:0004864
DFFA	GO:0005634
SLC4A3	GO:0005452
SMR3B	GO:0003674
MAP2K5	GO:0000165
LGALS8	GO:0030246
DOCK8	GO:0005085
EVX1	GO:0003700
ATP2A2	GO:0005388
LY6K	GO:0005576
POU5F1B	GO:0003700
COPS5	GO:0000338
MCU	GO:0005262
SLC9C1	GO:0015299
AP1S2	GO:0006886
PANK1	GO:0004594
FOLH1B	GO:0005737
MXI1	GO:0005634
EPM2A	GO:0005634
DTL	GO:0005634
NLRP4	GO:0005524
BRI3BP	GO:0005739
TMTC1	GO:0005739
DERL2	GO:0001967
SOX11	GO:0000122
PPP1R8	GO:0003677
BCCIP	GO:0000079
PIM2	GO:0004672
CDC20	GO:0000278
EIF4G2	GO:0003743
TBX22	GO:0000122
RB1CC1	GO:0000045
CHL1	GO:0001764
HIST2H2BE	GO:0000786
ZNF132	GO:0003677
PPP1CC	GO:0004721
NKX2-8	GO:0000978
SSTR3	GO:0004994
FOXQ1	GO:0000981
SNRPN	GO:0000398
CEACAM5	GO:0005887
TNK2	GO:0004713
BTG2	GO:0001077
PSMB6	GO:0004175
MOCOS	GO:0005515
TOP2A	GO:0000287
LATS1	GO:0004674
SESN3	GO:0005634
EVPL	GO:0001533
RNF31	GO:0004842
ST20	GO:0005741
MED15	GO:0001104
ODAM	GO:0005576
CCR7	GO:0006935
RNF34	GO:0008270
MOGAT1	GO:0008152
NR5A2	GO:0003700
RAD18	GO:0005634
PARPBP	GO:0005654
PRKCDBP	GO:0005080
EPX	GO:0002215
PCSK6	GO:0004252
KLF6	GO:0003677
WDR62	GO:0000922
ARF3	GO:0005525
DNAJB8	GO:0005634
AZIN1	GO:0005737
LGALS13	GO:0004622
MAML2	GO:0003713
NKIRAS2	GO:0005525
AMACR	GO:0003824
VWCE	GO:0008284
CRY1	GO:0000122
MADCAM1	GO:0007155
VPS13C	GO:0005622
RAB1B	GO:0000139
UGT2B7	GO:0009813
SOX17	GO:0000122
TERF2IP	GO:0003677
PLXND1	GO:0016020
SPAG1	GO:0005525
KSR1	GO:0004672
MTCH2	GO:0006810
PRKD3	GO:0004697
SMARCB1	GO:0000228
OPN1LW	GO:0004930
ZHX2	GO:0046872
SPG20	GO:0005515
WHSC1	GO:0005634
NINL	GO:0000086
LAMTOR5	GO:0005737
OSGIN1	GO:0030308
USP44	GO:0004197
ICMT	GO:0001701
OAZ1	GO:0005829
NHEJ1	GO:0003677
PFN1	GO:0003779
ZBP1	GO:0003677
CCNG1	GO:0051726
MAPK6	GO:0000165
IFRD1	GO:0005634
GRB7	GO:0003723
PCSK9	GO:0001822
C1QBP	GO:0005759
MEIS1	GO:0003677
LDOC1	GO:0005515
MAS1L	GO:0004930
AXIN1	GO:0001743
KISS1	GO:0005515
EIF5A	GO:0003746
COTL1	GO:0003779
SLC29A1	GO:0005337
NSMCE2	GO:0000724
ATP2C1	GO:0005388
CD300C	GO:0002376
FANCG	GO:0000075
CDKN2D	GO:0000079
PCBP1	GO:0000398
NBR2	GO:0003674
FCRL4	GO:0002376
OGDHL	GO:0004591
ERBB2IP	GO:0005176
PPP1CB	GO:0004721
DCUN1D1	GO:0000151
PLEC	GO:0003779
ARPC1B	GO:0005885
USP1	GO:0036459
AURKB	GO:0005876
CTCFL	GO:0003676
EYA3	GO:0004725
LZTS1	GO:0003677
CHMP1A	GO:0000815
SLAMF6	GO:0004872
CD99	GO:0005737
ZNF703	GO:0003676
LEPROT	GO:0000139
RASSF7	GO:0007165
TCHP	GO:0005515
MARCH8	GO:0000209
XRCC2	GO:0000278
ANKRD36B	GO:0005515
TMEM207	GO:0016021
NEK2	GO:0004672
MLXIP	GO:0003700
CHRD	GO:0007275
ACPP	GO:0003993
MCRS1	GO:0005654
VPS41	GO:0005770
PTCH1	GO:0016021
LAMB1	GO:0005178
NPEPPS	GO:0006508
NPTX2	GO:0003674
OCA2	GO:0005215
AKTIP	GO:0016567
NOV	GO:0001558
ADCY3	GO:0000166
CEACAM1	GO:0001525
KCNQ1	GO:0005249
GYPC	GO:0005515
PIP4K2A	GO:0016307
DMC1	GO:0000166
NPAS2	GO:0003700
CD74	GO:0005622
LYPD8	GO:0005886
APAF1	GO:0042981
RIT1	GO:0005515
TFAP2A	GO:0003700
UHRF1BP1	GO:0005515
CNDP1	GO:0006508
OR2T10	GO:0004930
NKX3-1	GO:0000976
FFAR2	GO:0002232
PLRG1	GO:0005654
VEGFB	GO:0001525
LONP1	GO:0003697
AGPAT1	GO:0001819
NDRG3	GO:0007165
PSG2	GO:0003674
PGF	GO:0008083
BAI1	GO:0004930
LARP1	GO:0000339
MAP3K10	GO:0000165
HOXA1	GO:0005515
CPD	GO:0004181
MATK	GO:0002009
DES	GO:0005200
SRFBP1	GO:0005634
C1GALT1	GO:0016263
LRP1B	GO:0005509
TCF3	GO:0045666
FLI1	GO:0000981
MCM7	GO:0003677
LGALS4	GO:0030246
GREB1	GO:0016021
CUL5	GO:0042787
FSBP	GO:0005515
OPCML	GO:0005886
TCF7L1	GO:0003682
GPER1	GO:0004930
ATP11A	GO:0000287
BAAT	GO:0001889
CLSPN	GO:0000077
PRKAR1A	GO:0005952
PLEKHG2	GO:0005089
SUFU	GO:0000122
PITX1	GO:0003677
SPINK1	GO:0004867
EIF2B5	GO:0001541
TIMP4	GO:0002020
RHBDL1	GO:0004252
RASSF10	GO:0000922
DNAJB7	GO:0051087
KRT31	GO:0005200
ZMIZ1	GO:0008270
SRGN	GO:0000139
KLK8	GO:0004252
AK6	GO:0006352
PPP5C	GO:0004721
TRHR	GO:0004997
KLK7	GO:0004252
IGSF11	GO:0005886
BHLHE40	GO:0000122
ZNF271	GO:0003677
OR51E2	GO:0004930
TPO	GO:0004447
AIFM1	GO:0005623
AKAP12	GO:0005515
HEY2	GO:0003677
PA2G4	GO:0005654
BHLHE41	GO:0000122
AFAP1L2	GO:0005737
PMAIP1	GO:0001836
NAA10	GO:0017198
TRIM3	GO:0005622
SATB2	GO:0003677
ARID2	GO:0046872
OIP5	GO:0000775
BTD	GO:0008152
BFAR	GO:0008270
IRF6	GO:0000975
DHDDS	GO:0008152
TES	GO:0008270
WDR83	GO:0016301
ARSH	GO:0004065
AKAP9	GO:0007165
ADARB1	GO:0003723
AKAP8L	GO:0003677
MYBL2	GO:0000086
GNLY	GO:0005615
ZNF436	GO:0003677
CDR2	GO:0003674
OSMR	GO:0002675
FABP7	GO:0005215
GFI1	GO:0000083
HHIP	GO:0005515
NRIP1	GO:0003712
MUC12	GO:0001558
OR10A4	GO:0004930
DCLK3	GO:0004674
CST6	GO:0001533
NACC1	GO:0000122
AURKC	GO:0000780
PAOX	GO:0005102
HSPE1	GO:0005737
PATZ1	GO:0003677
FOXE1	GO:0000122
SFRP4	GO:0005576
SLC2A6	GO:0005351
DUSP6	GO:0000188
RBMXL1	GO:0000166
SLC6A8	GO:0005328
LYPD3	GO:0005615
DIDO1	GO:0005634
ZFHX3	GO:0000122
FMO3	GO:0004499
ANKRD30A	GO:0003677
CTSE	GO:0004190
GLDN	GO:0005581
RPS6KA6	GO:0000287
ANKHD1	GO:0003723
PTPRJ	GO:0004725
RPS6KA3	GO:0004711
SEC63	GO:0005622
HELLS	GO:0003677
PNLIP	GO:0001523
ETV4	GO:0000981
L3MBTL1	GO:0003700
E2F5	GO:0003677
DPEP3	GO:0006508
ACSL5	GO:0001676
TGM3	GO:0003810
SMPD3	GO:0000137
CEP250	GO:0005814
OR2M4	GO:0004930
CDAN1	GO:0005737
KCNA3	GO:0005244
MYBPC3	GO:0001671
MYOD1	GO:0000381
PLXNB3	GO:0007165
RP1	GO:0001750
DNMT3A	GO:0003677
SHC3	GO:0005886
HTR3C	GO:0004993
SERPINB2	GO:0004867
CD109	GO:0001933
PELP1	GO:0005634
RNF135	GO:0008270
FGF7	GO:0005104
ACLY	GO:0005654
UBE3A	GO:0000502
SCARA3	GO:0000139
OCRL	GO:0001701
HOOK2	GO:0005515
GCNT7	GO:0008152
IDH2	GO:0000287
UNC13D	GO:0002432
CBFB	GO:0003713
TET3	GO:0001939
HACE1	GO:0005737
AFM	GO:0005576
CENPW	GO:0003677
TMEM205	GO:0016021
PGRMC1	GO:0005496
ANGPTL1	GO:0005102
SV2A	GO:0004872
KAT8	GO:0004402
SOX4	GO:0000976
CHDH	GO:0016614
F11	GO:0005576
MEG3	GO:0003713
WWP1	GO:0004842
TAS2R38	GO:0001580
SLC2A5	GO:0005351
CRX	GO:0003677
MYBBP1A	GO:0003677
TRIM13	GO:0004842
TXNIP	GO:0000122
TLX2	GO:0003677
ZFP1	GO:0003700
COPA	GO:0005179
WASF2	GO:0001525
LMLN	GO:0004222
PPP2R5C	GO:0000159
RREB1	GO:0003676
CEP55	GO:0000281
CRY2	GO:0003913
TRAT1	GO:0001920
PPP1CA	GO:0004721
ALK	GO:0000187
OTUD4	GO:0004843
ANGPTL4	GO:0001525
CDO1	GO:0000096
GATA6	GO:0000122
NEDD8	GO:0005515
TNRC6A	GO:0000166
FABP6	GO:0005215
GLRX3	GO:0002026
PRSS1	GO:0004252
SFN	GO:0000079
STX11	GO:0000149
MAGEB6	GO:0003674
SIK1	GO:0000287
SLC25A21	GO:0006810
SPPL2A	GO:0004190
INA	GO:0005198
CDK10	GO:0004672
NUP98	GO:0000059
CLDN16	GO:0005198
GSC	GO:0000122
RBL2	GO:0005634
MLH1	GO:0000795
EML4	GO:0003674
TNFSF8	GO:0005102
PTPN7	GO:0004725
SLU7	GO:0003676
PLK3	GO:0000082
HOXB3	GO:0003677
ERBB3	GO:0004672
ZBTB24	GO:0002244
GTF2H2C	GO:0000439
CTAG2	GO:0003674
ZZEF1	GO:0008270
SEPT1	GO:0005525
CADM2	GO:0005737
RECQL	GO:0003676
PSMD4	GO:0006511
DUSP23	GO:0004725
XPO1	GO:0005622
CENPK	GO:0005634
SPANXB1	GO:0003674
SLC9A3R2	GO:0005886
ATP6V0C	GO:0015078
STARD13	GO:0005096
KLK4	GO:0004252
RHOF	GO:0005525
KIF2A	GO:0003777
DUOXA1	GO:0005789
CDC14A	GO:0004721
OMD	GO:0005576
FGFR4	GO:0005654
KIF14	GO:0001558
HOMER1	GO:0005886
GNG2	GO:0004871
PRIMA1	GO:0016021
TAF15	GO:0000166
FNDC3B	GO:0005515
NRN1	GO:0007399
SEMA3B	GO:0016020
NTN4	GO:0005515
KCNE1	GO:0005515
TRIM16	GO:0003676
TPM1	GO:0001701
SLC39A3	GO:0016020
CYTH3	GO:0001726
CDK16	GO:0004672
AGAP2	GO:0005096
KLRC4	GO:0006968
DCAF12	GO:0005737
TBPL2	GO:0003677
ABCB11	GO:0005524
DDX3X	GO:0006413
BCL9	GO:0005515
STC1	GO:0001503
FAM107B	GO:0007605
ADH4	GO:0004024
CAMTA1	GO:0003677
LIPE	GO:0008203
MUC17	GO:0005515
IVL	GO:0001533
E2F2	GO:0000278
DSCR8	GO:0003674
SYCP1	GO:0000795
BNIP3L	GO:0005740
NDRG1	GO:0032287
AASS	GO:0005739
NR2E3	GO:0003700
C21orf33	GO:0005739
ATF7IP	GO:0005654
MUS81	GO:0003677
WDR77	GO:0000387
ZP4	GO:0002922
PHLDA1	GO:0005515
LHFP	GO:0003677
CFC1	GO:0003674
NDN	GO:0001764
SCGB2A1	GO:0005615
GPR4	GO:0004930
OBSCN	GO:0004672
STK38L	GO:0004672
MUC13	GO:0005615
UHRF1	GO:0008270
EIF3E	GO:0001731
NR1D1	GO:0000122
GLIPR1	GO:0005576
HRG	GO:0001525
WNT9A	GO:0005109
RIN1	GO:0007165
CAMK1D	GO:0004672
BRK1	GO:0001701
CEACAM6	GO:0005515
CGN	GO:0000226
XRCC6	GO:0000723
DNMT3L	GO:0006306
KCNK9	GO:0005244
ATF5	GO:0003700
POU5F1	GO:0003677
ENPEP	GO:0006508
SPDEF	GO:0000122
ECD	GO:0003713
AKR7A3	GO:0004033
PARG	GO:0004649
CDC7	GO:0000727
OVGP1	GO:0004568
PPP2R5E	GO:0000159
BRF2	GO:0006352
TMPRSS13	GO:0004252
LPCAT2	GO:0005509
RBM39	GO:0000166
SYK	GO:0001525
NCOA3	GO:0000790
BTF3	GO:0001701
MAFIP	GO:0005730
SLC7A8	GO:0003333
CDCA7	GO:0005634
AAGAB	GO:0005515
GTF2H3	GO:0000439
ALKBH1	GO:0001701
DUSP7	GO:0000188
CREBRF	GO:0000122
SPTLC1	GO:0004758
IQGAP1	GO:0005096
TIAM2	GO:0005057
ABCB4	GO:0055085
MMRN2	GO:0001525
NUMBL	GO:0005515
NOL4	GO:0005730
TRIM23	GO:0008270
TNNC1	GO:0005509
CASP2	GO:0005737
FMNL1	GO:0003779
PCSK4	GO:0004252
BLID	GO:0005739
IFITM1	GO:0001503
SETMAR	GO:0005634
ALPK1	GO:0016301
FOXN3	GO:0003700
MTA2	GO:0000118
PAQR7	GO:0003707
TRIP6	GO:0008270
STK39	GO:0004674
MYBPH	GO:0005515
DUSP12	GO:0004725
MIP	GO:0002088
MTDH	GO:0005783
GUCY2F	GO:0004383
BIRC7	GO:0008270
BCL6B	GO:0000122
CKAP2	GO:0000281
LBH	GO:0005634
EPHA7	GO:0004713
TMPRSS4	GO:0004252
YWHAB	GO:0000165
PPP1R11	GO:0000164
CPT2	GO:0004095
GNA11	GO:0001508
TTK	GO:0004712
G6PC	GO:0003824
RHOJ	GO:0005525
LIMD1	GO:0008270
RAB20	GO:0003924
SRY	GO:0000122
SLC22A18	GO:0005215
E2F3	GO:0003677
RPE65	GO:0001523
TLE1	GO:0000122
SMURF1	GO:0000209
JMJD1C	GO:0005515
GPRC5A	GO:0004930
STAG1	GO:0005634
GPR19	GO:0004930
MAPK12	GO:0004672
P4HB	GO:0005623
EXO1	GO:0004518
RRAD	GO:0005525
HOXB4	GO:0000122
KLF9	GO:0003677
ESRRB	GO:0003700
HLCS	GO:0000785
CFHR2	GO:0005576
NKD2	GO:0005509
FBXO7	GO:0000151
FUBP1	GO:0003723
STEAP1	GO:0008823
ZNF398	GO:0003677
AKR1C3	GO:0016491
RTKN	GO:0005095
MAGT1	GO:0005886
KDM4C	GO:0008270
ARID4B	GO:0005634
TYR	GO:0004497
S100P	GO:0000287
DMPK	GO:0004674
PSMD7	GO:0005654
EPHB4	GO:0001525
MAGEA9	GO:0003674
HES1	GO:0000122
CYB5R3	GO:0016491
BIRC2	GO:0005737
ARSE	GO:0008152
FAM188A	GO:0005515
PDLIM4	GO:0005515
RAD21	GO:0000228
ITLN2	GO:0005576
CYP2W1	GO:0005506
CARD16	GO:0042981
CDC37	GO:0006457
DUSP3	GO:0004725
CA12	GO:0004089
HOMER2	GO:0005634
NTHL1	GO:0003677
HSD17B6	GO:0016491
KIR3DS1	GO:0005886
APTX	GO:0003677
TGM7	GO:0003810
ZIC1	GO:0003676
SRPX2	GO:0001525
HECA	GO:0003674
DPP4	GO:0006508
MSN	GO:0001931
ST6GALNAC6	GO:0000139
CCNO	GO:0004844
GIPC1	GO:0003779
APOL1	GO:0005576
CDC25B	GO:0004725
CD1B	GO:0006955
SMYD5	GO:0003674
HN1	GO:0005634
ARNT2	GO:0003677
NLN	GO:0004222
FLII	GO:0003779
WEE1	GO:0004672
CDC42BPB	GO:0004674
CKS2	GO:0000079
CCNF	GO:0051726
ULK1	GO:0000045
FGF10	GO:0005104
PRAM1	GO:0005515
KDM4B	GO:0005634
GYLTL1B	GO:0008152
NMI	GO:0003712
MET	GO:0000187
LTF	GO:0005576
HOXD4	GO:0003677
PHF6	GO:0005634
CDCP1	GO:0005515
RPL10	GO:0003735
CEACAM7	GO:0005886
PNMA2	GO:0005515
SERPINA7	GO:0004867
XAB2	GO:0000398
PSAT1	GO:0004648
CDC25C	GO:0004725
NQO2	GO:0001512
RALGDS	GO:0005085
NUTM1	GO:0005515
ADAMDEC1	GO:0004222
MDFI	GO:0000122
ABR	GO:0005089
SUZ12	GO:0005634
CD82	GO:0016021
KCNA4	GO:0005249
PPP1R42	GO:0002177
HILPDA	GO:0001819
MPST	GO:0004792
CKMT2	GO:0005524
SLC25A23	GO:0016021
SCAF11	GO:0008270
PRUNE2	GO:0005737
SLC7A7	GO:0000821
SRSF1	GO:0000166
XRCC4	GO:0001701
SRM	GO:0008152
OGN	GO:0005515
ULBP2	GO:0002474
NHLH1	GO:0000977
PAICS	GO:0004639
SPRY2	GO:0007275
ELOVL4	GO:0005515
AMER1	GO:0005515
FBN1	GO:0005201
OGFR	GO:0004872
KDM4A	GO:0005515
HNF1B	GO:0003677
EWSR1	GO:0000166
PIK3R5	GO:0005944
ABI3BP	GO:0005518
SMS	GO:0006597
PHB	GO:0016020
MMP21	GO:0002244
ZNF415	GO:0003676
PSMA1	GO:0004298
WFDC2	GO:0005576
HIC1	GO:0000122
PCDHB11	GO:0005509
VSX1	GO:0003700
ALOX15B	GO:0005506
RXFP1	GO:0004930
EPHA8	GO:0005004
MAU2	GO:0000278
SULF2	GO:0008152
MPEG1	GO:0016021
RASA4	GO:0005737
HPSE2	GO:0008152
PLAC1	GO:0001890
HSD17B13	GO:0003674
NR2F2	GO:0003677
CMPK2	GO:0004127
B3GNT6	GO:0006486
SPRR3	GO:0005737
TRIM33	GO:0005654
ADARB2	GO:0003723
KDM2A	GO:0003677
BAIAP3	GO:0005623
DROSHA	GO:0003725
STC2	GO:0005179
AXIN2	GO:0001957
DDX5	GO:0004004
GKN1	GO:0003674
MC4R	GO:0002024
SKIL	GO:0000122
VASP	GO:0003779
PDP1	GO:0004722
EMG1	GO:0008168
RAD54B	GO:0003677
CDK8	GO:0004672
PRMT5	GO:0006355
GMDS	GO:0005515
VHLL	GO:0005515
CER1	GO:0001657
ABI3	GO:0005515
FBXO4	GO:0000151
STK33	GO:0004672
GTF2H4	GO:0000439
WNT2B	GO:0005109
PMS1	GO:0003697
LGALS16	GO:0005575
PAX7	GO:0000983
ANP32A	GO:0005515
KMT2A	GO:0003677
BCAM	GO:0016021
SCARA5	GO:0005044
PRKACG	GO:0002223
DDB2	GO:0000209
MEN1	GO:0003682
IGSF1	GO:0004872
TNPO1	GO:0005622
SLC35A4	GO:0000139
ERO1L	GO:0003756
CDKN2AIP	GO:0001652
SNAI2	GO:0000122
BLCAP	GO:0005515
NR6A1	GO:0003700
SMARCD1	GO:0003713
SOST	GO:0001503
RAD51	GO:0000166
HPRT1	GO:0000166
TSC22D1	GO:0003700
ASXL1	GO:0006351
RICTOR	GO:0031929
PRDX5	GO:0000302
SS18	GO:0000226
COL5A2	GO:0005201
RNF4	GO:0008270
FANCF	GO:0001541
ESPL1	GO:0004197
TUBB4A	GO:0003924
SLC23A1	GO:0015882
CST7	GO:0004866
KRT15	GO:0005198
SIK3	GO:0004672
CPQ	GO:0004180
RAB11FIP1	GO:0005737
GTF2H5	GO:0000182
TALDO1	GO:0003824
WNT3	GO:0000902
TUSC2	GO:0001779
YES1	GO:0004715
RAB40B	GO:0003924
FZD7	GO:0004930
SH3GLB2	GO:0005634
RASAL1	GO:0005096
KDM4D	GO:0005654
DLX4	GO:0000122
DUSP28	GO:0005622
HPN	GO:0004252
RNF7	GO:0008270
ARRDC4	GO:0005768
SEPP1	GO:0008430
ACY3	GO:0008152
NDUFA13	GO:0003954
CTBP2	GO:0016616
BRD3	GO:0003682
MAPRE2	GO:0008017
NSUN5	GO:0005634
LZTS2	GO:0000910
MAP3K3	GO:0000165
SIRT4	GO:0070403
ENOSF1	GO:0003824
MAGEA1	GO:0000122
EGLN2	GO:0005506
GMNN	GO:0008156
EZH1	GO:0003682
CSNK1A1	GO:0005737
RHBDF2	GO:0005789
STEAP2	GO:0005887
UGT1A9	GO:0001972
IARS	GO:0002161
CBX5	GO:0005634
BRDT	GO:0001207
PPP1R2P9	GO:0004864
KLF2	GO:0000902
LAG3	GO:0003823
PLP1	GO:0016021
NKD1	GO:0001754
TMEM115	GO:0003674
ADCY1	GO:0000166
NOLC1	GO:0005654
FGF4	GO:0001502
CCNA2	GO:0000079
RBX1	GO:0005515
LEF1	GO:0001569
SENP3	GO:0006508
TNKS1BP1	GO:0000288
CACNG2	GO:0005245
SEPHS1	GO:0004756
CRTAP	GO:0005578
MATN1	GO:0003429
RAG2	GO:0003677
CD1A	GO:0005515
SYCE1L	GO:0000795
OCLN	GO:0005515
NUF2	GO:0000775
ASIC2	GO:0003026
FGF6	GO:0005104
FGFBP1	GO:0002230
HSF1	GO:0003677
KCNN1	GO:0005516
CXCL17	GO:0001525
BTN3A1	GO:0005515
DUX4L2	GO:0003677
PPM1D	GO:0003824
TNFAIP6	GO:0005540
STAC3	GO:0005622
AADAC	GO:0008152
NUSAP1	GO:0000281
ZFP36L2	GO:0046872
TBL1XR1	GO:0016575
ANXA8L1	GO:0005509
RABGEF1	GO:0003677
ROS1	GO:0002066
NR2C2	GO:0003700
SUV39H2	GO:0005634
ANXA8	GO:0005509
ELL	GO:0001701
PICK1	GO:0002092
FAM163A	GO:0016021
AP3B1	GO:0016192
BATF2	GO:0003677
PCID2	GO:0005515
LRRC26	GO:0005515
GNB1L	GO:0003674
C2orf40	GO:0005615
TP53BP1	GO:0005634
CLDN3	GO:0001666
SLCO1B3	GO:0005215
MED1	GO:0001104
FBL	GO:0000494
SKAP2	GO:0005654
TNFRSF12A	GO:0001525
SMAD7	GO:0005622
ACTB	GO:0000790
XRCC5	GO:0000723
P2RY11	GO:0001973
RPS27	GO:0000184
STRAP	GO:0000122
DPT	GO:0005578
MINPP1	GO:0001503
LMO2	GO:0000977
OR51E1	GO:0004930
MSX2	GO:0000122
CCND2	GO:0007049
HOXB1	GO:0003677
BCAP31	GO:0005783
SSR1	GO:0005783
RARRES1	GO:0008285
YWHAE	GO:0019904
SYNGR2	GO:0016021
BMI1	GO:0000122
SUGP1	GO:0003723
APCDD1	GO:0001942
PKN3	GO:0004672
NRP2	GO:0001525
SAG	GO:0007165
SALL4	GO:0003676
PIGR	GO:0001580
ZNF23	GO:0003676
SMARCC2	GO:0003677
ABCB5	GO:0002481
STOML2	GO:0016020
SLC19A2	GO:0005515
UPK2	GO:0005515
MTRNR2L1	GO:0005576
TRIP10	GO:0006897
RNF8	GO:0000151
AIM2	GO:0002218
KLK12	GO:0004252
SERINC3	GO:0005794
SECISBP2L	GO:0005515
NF2	GO:0001707
RAD9A	GO:0006281
DCD	GO:0005515
OPN1MW	GO:0001523
IGKC	GO:0001895
KRT86	GO:0005198
ATP2A3	GO:0005388
SNAI1	GO:0000122
RASA1	GO:0005096
DNAJB4	GO:0005654
ITIH1	GO:0004867
MCF2L	GO:0005089
FGF21	GO:0005104
TRIM28	GO:0005622
PAK7	GO:0004674
BCAS3	GO:0042594
PIF1	GO:0000002
KDM6A	GO:0046872
NELL2	GO:0005509
PTRF	GO:0005515
MC2R	GO:0001890
DOK1	GO:0005057
UBE4A	GO:0000151
PLIN2	GO:0005576
MUCL1	GO:0005576
ATAD5	GO:0005524
KATNB1	GO:0005634
FOLR1	GO:0004872
LGALS3BP	GO:0005044
KDM6B	GO:0005634
FAM57A	GO:0005886
PES1	GO:0005634
EDA	GO:0005164
UROD	GO:0004853
EGLN3	GO:0005506
TPR	GO:0000122
COPS8	GO:0005654
MAGEA3	GO:0005515
PPP1R1C	GO:0004864
SEPT9	GO:0005525
HID1	GO:0005737
UQCRH	GO:0005515
TOX3	GO:0006338
FANCM	GO:0003677
S100A7	GO:0000302
ZNF143	GO:0003676
LIMK1	GO:0004672
HOXA6	GO:0003700
TRPV6	GO:0005262
MTA1	GO:0003682
TNR	GO:0005576
MTAP	GO:0004645
BNC1	GO:0046872
NPR2	GO:0004383
LPO	GO:0006979
TACSTD2	GO:0004872
CCL4L1	GO:0005515
DNASE1	GO:0000737
SLC5A1	GO:0001656
NUP88	GO:0000278
CKAP4	GO:0005783
